"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.715180689E0,1.626259995E1,-2.259440041E1,-4.055279922E1,4.918850081E1
2.725180689E0,1.623819923E1,-2.255780029E1,-4.060160065E1,4.920389663E1
2.735180689E0,1.623819923E1,-2.250899887E1,-4.067480087E1,4.924198991E1
2.745180689E0,1.627479935E1,-2.247239876E1,-4.061380005E1,4.918697545E1
2.755180689E0,1.627479935E1,-2.250899887E1,-4.062599945E1,4.921377810E1
2.765180689E0,1.625040054E1,-2.250899887E1,-4.052840042E1,4.912516452E1
2.775180689E0,1.623819923E1,-2.246019936E1,-4.055279922E1,4.911892908E1
2.785180689E0,1.628699875E1,-2.238699913E1,-4.055279922E1,4.910166579E1
2.795180689E0,1.629920006E1,-2.228940010E1,-4.054059982E1,4.905121317E1
2.805180689E0,1.631139946E1,-2.226499939E1,-4.047959900E1,4.899377394E1
2.815180689E0,1.637240028E1,-2.226499939E1,-4.035759735E1,4.891340668E1
2.825180689E0,1.637240028E1,-2.220400047E1,-4.032099915E1,4.885546131E1
2.835180689E0,1.638459969E1,-2.211859894E1,-4.029660034E1,4.880065087E1
2.845180689E0,1.644560051E1,-2.206979942E1,-4.029660034E1,4.879907603E1
2.855180689E0,1.649440002E1,-2.209420013E1,-4.024779892E1,4.878631191E1
2.865180689E0,1.650659943E1,-2.211859894E1,-4.027219772E1,4.882161563E1
2.875180689E0,1.655539894E1,-2.211859894E1,-4.028440094E1,4.884819968E1
2.885180689E0,1.657979965E1,-2.210639954E1,-4.024779892E1,4.882077401E1
2.895180689E0,1.660420036E1,-2.198439980E1,-4.028440094E1,4.880416235E1
2.905180689E0,1.664080048E1,-2.199659920E1,-4.029660034E1,4.883218832E1
2.915180689E0,1.673839951E1,-2.204539871E1,-4.022340012E1,4.882720081E1
2.925180689E0,1.682379913E1,-2.203319931E1,-4.019899750E1,4.883094807E1
2.935180689E0,1.683600044E1,-2.205760002E1,-4.017459869E1,4.882608944E1
2.945180689E0,1.690919876E1,-2.205760002E1,-4.012580109E1,4.881125520E1
2.955180689E0,1.692140007E1,-2.213080025E1,-4.004039764E1,4.877847418E1
2.965180689E0,1.692140007E1,-2.217959976E1,-3.999160004E1,4.876060397E1
2.975180689E0,1.688479996E1,-2.227719879E1,-3.994279861E1,4.875240729E1
2.985180689E0,1.687260056E1,-2.230159950E1,-3.988179779E1,4.870938087E1
2.995180689E0,1.681159973E1,-2.225279999E1,-3.989400101E1,4.867595206E1
3.005180689E0,1.673839951E1,-2.222839928E1,-3.995499802E1,4.868960483E1
3.015180689E0,1.673839951E1,-2.213080025E1,-3.994279861E1,4.863510562E1
3.025180689E0,1.677499962E1,-2.199659920E1,-3.993059921E1,4.857678192E1
3.035180689E0,1.677499962E1,-2.188679886E1,-3.991839981E1,4.851712296E1
3.045180689E0,1.676280022E1,-2.177700043E1,-3.994279861E1,4.848356814E1
3.055180689E0,1.676280022E1,-2.164279938E1,-3.994279861E1,4.842343851E1
3.065180689E0,1.678719902E1,-2.153299904E1,-3.996719742E1,4.840306775E1
3.075180689E0,1.682379913E1,-2.147200012E1,-3.994279861E1,4.836852456E1
3.085180689E0,1.683600044E1,-2.141099930E1,-3.988179779E1,4.829533722E1
3.095180689E0,1.683600044E1,-2.128899956E1,-3.990620041E1,4.826155037E1
3.105180689E0,1.678719902E1,-2.128899956E1,-3.988179779E1,4.822436467E1
3.115180689E0,1.681159973E1,-2.126459885E1,-3.989400101E1,4.823219222E1
3.125180689E0,1.687260056E1,-2.122799873E1,-3.988179779E1,4.822727833E1
3.135180689E0,1.692140007E1,-2.122799873E1,-3.990620041E1,4.826454746E1
3.145180689E0,1.690919876E1,-2.117919922E1,-3.986959839E1,4.820855067E1
3.155180689E0,1.689699936E1,-2.116699982E1,-3.985739899E1,4.818882363E1
3.165180689E0,1.694579887E1,-2.108160019E1,-3.988179779E1,4.818870989E1
3.175180689E0,1.698239899E1,-2.106939888E1,-3.986959839E1,4.818616316E1
3.185180689E0,1.699460030E1,-2.095960045E1,-3.990620041E1,4.817287744E1
3.195180689E0,1.699460030E1,-2.081320000E1,-3.991839981E1,4.811948022E1
3.205180689E0,1.703120041E1,-2.075219917E1,-3.986959839E1,4.806558471E1
3.215180689E0,1.701899910E1,-2.061800003E1,-3.989400101E1,4.802373967E1
3.225180689E0,1.709219933E1,-2.058139992E1,-3.990620041E1,4.804416855E1
